REF_DATE,GEO,VALUE,Measure,Prescribed
2022-03,"Halifax, Nova Scotia",123.94,Amphetamine,Unprescribed
2022-04,"Halifax, Nova Scotia",100.76,Amphetamine,Unprescribed
2022-05,"Halifax, Nova Scotia",88.36,Amphetamine,Unprescribed
2022-06,"Halifax, Nova Scotia",79.28,Amphetamine,Unprescribed
2022-07,"Halifax, Nova Scotia",101.18,Amphetamine,Unprescribed
2022-08,"Halifax, Nova Scotia",73.52,Amphetamine,Unprescribed
2022-09,"Halifax, Nova Scotia",95.6,Amphetamine,Unprescribed
2022-10,"Halifax, Nova Scotia",143.44,Amphetamine,Unprescribed
2022-11,"Halifax, Nova Scotia",164.48,Amphetamine,Unprescribed
2022-12,"Halifax, Nova Scotia",94.58,Amphetamine,Unprescribed
2023-01,"Halifax, Nova Scotia",91.84,Amphetamine,Unprescribed
2023-03,"Halifax, Nova Scotia",98.1,Amphetamine,Unprescribed
2023-05,"Halifax, Nova Scotia",101.7,Amphetamine,Unprescribed
2022-03,"Halifax, Nova Scotia",758.48,Cannabis (THC-COOH),Prescribed
2022-04,"Halifax, Nova Scotia",1062.04,Cannabis (THC-COOH),Prescribed
2022-05,"Halifax, Nova Scotia",1056.56,Cannabis (THC-COOH),Prescribed
2022-06,"Halifax, Nova Scotia",1082.3,Cannabis (THC-COOH),Prescribed
2022-07,"Halifax, Nova Scotia",894.72,Cannabis (THC-COOH),Prescribed
2022-08,"Halifax, Nova Scotia",977.66,Cannabis (THC-COOH),Prescribed
2022-09,"Halifax, Nova Scotia",1155.66,Cannabis (THC-COOH),Prescribed
2022-10,"Halifax, Nova Scotia",1164.52,Cannabis (THC-COOH),Prescribed
2022-11,"Halifax, Nova Scotia",1029.2,Cannabis (THC-COOH),Prescribed
2022-12,"Halifax, Nova Scotia",967.98,Cannabis (THC-COOH),Prescribed
2023-01,"Halifax, Nova Scotia",899.04,Cannabis (THC-COOH),Prescribed
2023-03,"Halifax, Nova Scotia",1094.62,Cannabis (THC-COOH),Prescribed
2023-05,"Halifax, Nova Scotia",1023.18,Cannabis (THC-COOH),Prescribed
2022-03,"Halifax, Nova Scotia",1307.56,Cocaine (Benzoylecgonine),Unprescribed
2022-04,"Halifax, Nova Scotia",1296.06,Cocaine (Benzoylecgonine),Unprescribed
2022-05,"Halifax, Nova Scotia",1357.36,Cocaine (Benzoylecgonine),Unprescribed
2022-06,"Halifax, Nova Scotia",1305.36,Cocaine (Benzoylecgonine),Unprescribed
2022-07,"Halifax, Nova Scotia",1198.04,Cocaine (Benzoylecgonine),Unprescribed
2022-08,"Halifax, Nova Scotia",1194.32,Cocaine (Benzoylecgonine),Unprescribed
2022-09,"Halifax, Nova Scotia",1350.4,Cocaine (Benzoylecgonine),Unprescribed
2022-10,"Halifax, Nova Scotia",1282.46,Cocaine (Benzoylecgonine),Unprescribed
2022-11,"Halifax, Nova Scotia",1357.86,Cocaine (Benzoylecgonine),Unprescribed
2022-12,"Halifax, Nova Scotia",1607.14,Cocaine (Benzoylecgonine),Unprescribed
2023-01,"Halifax, Nova Scotia",1278.5,Cocaine (Benzoylecgonine),Unprescribed
2023-03,"Halifax, Nova Scotia",1411.44,Cocaine (Benzoylecgonine),Unprescribed
2023-05,"Halifax, Nova Scotia",1495.9,Cocaine (Benzoylecgonine),Unprescribed
2022-03,"Halifax, Nova Scotia",256.4,Codeine,Prescribed
2022-04,"Halifax, Nova Scotia",256.04,Codeine,Prescribed
2022-05,"Halifax, Nova Scotia",269.62,Codeine,Prescribed
2022-06,"Halifax, Nova Scotia",267.52,Codeine,Prescribed
2022-07,"Halifax, Nova Scotia",281.74,Codeine,Prescribed
2022-08,"Halifax, Nova Scotia",285.44,Codeine,Prescribed
2022-09,"Halifax, Nova Scotia",281.3,Codeine,Prescribed
2022-10,"Halifax, Nova Scotia",274.32,Codeine,Prescribed
2022-11,"Halifax, Nova Scotia",245.66,Codeine,Prescribed
2022-12,"Halifax, Nova Scotia",237.74,Codeine,Prescribed
2023-01,"Halifax, Nova Scotia",190.04,Codeine,Prescribed
2023-03,"Halifax, Nova Scotia",227.52,Codeine,Prescribed
2023-05,"Halifax, Nova Scotia",216.0,Codeine,Prescribed
2022-03,"Halifax, Nova Scotia",9.64,Ecstasy (MDMA),Unprescribed
2022-04,"Halifax, Nova Scotia",13.38,Ecstasy (MDMA),Unprescribed
2022-05,"Halifax, Nova Scotia",16.22,Ecstasy (MDMA),Unprescribed
2022-06,"Halifax, Nova Scotia",10.16,Ecstasy (MDMA),Unprescribed
2022-07,"Halifax, Nova Scotia",25.8,Ecstasy (MDMA),Unprescribed
2022-08,"Halifax, Nova Scotia",20.12,Ecstasy (MDMA),Unprescribed
2022-09,"Halifax, Nova Scotia",18.96,Ecstasy (MDMA),Unprescribed
2022-10,"Halifax, Nova Scotia",17.5,Ecstasy (MDMA),Unprescribed
2022-11,"Halifax, Nova Scotia",11.58,Ecstasy (MDMA),Unprescribed
2022-12,"Halifax, Nova Scotia",13.3,Ecstasy (MDMA),Unprescribed
2023-01,"Halifax, Nova Scotia",5.34,Ecstasy (MDMA),Unprescribed
2023-03,"Halifax, Nova Scotia",27.18,Ecstasy (MDMA),Unprescribed
2023-05,"Halifax, Nova Scotia",13.3,Ecstasy (MDMA),Unprescribed
2022-03,"Halifax, Nova Scotia",0.16,Fentanyl (Norfentanyl),Prescribed
2022-04,"Halifax, Nova Scotia",0.14,Fentanyl (Norfentanyl),Prescribed
2022-05,"Halifax, Nova Scotia",0.84,Fentanyl (Norfentanyl),Prescribed
2022-06,"Halifax, Nova Scotia",0.14,Fentanyl (Norfentanyl),Prescribed
2022-07,"Halifax, Nova Scotia",0.1,Fentanyl (Norfentanyl),Prescribed
2022-08,"Halifax, Nova Scotia",0.1,Fentanyl (Norfentanyl),Prescribed
2022-09,"Halifax, Nova Scotia",0.12,Fentanyl (Norfentanyl),Prescribed
2022-10,"Halifax, Nova Scotia",0.18,Fentanyl (Norfentanyl),Prescribed
2022-11,"Halifax, Nova Scotia",1.28,Fentanyl (Norfentanyl),Prescribed
2022-12,"Halifax, Nova Scotia",0.16,Fentanyl (Norfentanyl),Prescribed
2023-01,"Halifax, Nova Scotia",0.22,Fentanyl (Norfentanyl),Prescribed
2023-03,"Halifax, Nova Scotia",0.12,Fentanyl (Norfentanyl),Prescribed
2023-05,"Halifax, Nova Scotia",0.1,Fentanyl (Norfentanyl),Prescribed
2022-03,"Halifax, Nova Scotia",33.4,Methadone,Prescribed
2022-04,"Halifax, Nova Scotia",29.1,Methadone,Prescribed
2022-05,"Halifax, Nova Scotia",27.58,Methadone,Prescribed
2022-06,"Halifax, Nova Scotia",25.78,Methadone,Prescribed
2022-07,"Halifax, Nova Scotia",27.56,Methadone,Prescribed
2022-08,"Halifax, Nova Scotia",26.1,Methadone,Prescribed
2022-09,"Halifax, Nova Scotia",30.22,Methadone,Prescribed
2022-10,"Halifax, Nova Scotia",26.94,Methadone,Prescribed
2022-11,"Halifax, Nova Scotia",28.5,Methadone,Prescribed
2022-12,"Halifax, Nova Scotia",27.68,Methadone,Prescribed
2023-01,"Halifax, Nova Scotia",15.22,Methadone,Prescribed
2023-03,"Halifax, Nova Scotia",25.48,Methadone,Prescribed
2023-05,"Halifax, Nova Scotia",22.36,Methadone,Prescribed
2022-03,"Halifax, Nova Scotia",15.4,Methamphetamine,Unprescribed
2022-04,"Halifax, Nova Scotia",19.64,Methamphetamine,Unprescribed
2022-05,"Halifax, Nova Scotia",10.64,Methamphetamine,Unprescribed
2022-06,"Halifax, Nova Scotia",25.36,Methamphetamine,Unprescribed
2022-07,"Halifax, Nova Scotia",30.3,Methamphetamine,Unprescribed
2022-08,"Halifax, Nova Scotia",32.94,Methamphetamine,Unprescribed
2022-09,"Halifax, Nova Scotia",38.68,Methamphetamine,Unprescribed
2022-10,"Halifax, Nova Scotia",26.74,Methamphetamine,Unprescribed
2022-11,"Halifax, Nova Scotia",36.92,Methamphetamine,Unprescribed
2022-12,"Halifax, Nova Scotia",22.14,Methamphetamine,Unprescribed
2023-01,"Halifax, Nova Scotia",28.54,Methamphetamine,Unprescribed
2023-03,"Halifax, Nova Scotia",31.84,Methamphetamine,Unprescribed
2023-05,"Halifax, Nova Scotia",36.56,Methamphetamine,Unprescribed
2022-03,"Halifax, Nova Scotia",120.8,Morphine,Prescribed
2022-04,"Halifax, Nova Scotia",141.28,Morphine,Prescribed
2022-05,"Halifax, Nova Scotia",153.34,Morphine,Prescribed
2022-06,"Halifax, Nova Scotia",130.16,Morphine,Prescribed
2022-07,"Halifax, Nova Scotia",136.66,Morphine,Prescribed
2022-08,"Halifax, Nova Scotia",146.96,Morphine,Prescribed
2022-09,"Halifax, Nova Scotia",154.4,Morphine,Prescribed
2022-10,"Halifax, Nova Scotia",162.24,Morphine,Prescribed
2022-11,"Halifax, Nova Scotia",151.18,Morphine,Prescribed
2022-12,"Halifax, Nova Scotia",155.42,Morphine,Prescribed
2023-01,"Halifax, Nova Scotia",117.1,Morphine,Prescribed
2023-03,"Halifax, Nova Scotia",143.9,Morphine,Prescribed
2023-05,"Halifax, Nova Scotia",148.26,Morphine,Prescribed
2022-03,"Halifax, Nova Scotia",3.12,Oxycodone,Prescribed
2022-04,"Halifax, Nova Scotia",5.34,Oxycodone,Prescribed
2022-05,"Halifax, Nova Scotia",5.7,Oxycodone,Prescribed
2022-06,"Halifax, Nova Scotia",6.1,Oxycodone,Prescribed
2022-07,"Halifax, Nova Scotia",7.22,Oxycodone,Prescribed
2022-08,"Halifax, Nova Scotia",6.8,Oxycodone,Prescribed
2022-09,"Halifax, Nova Scotia",5.58,Oxycodone,Prescribed
2022-10,"Halifax, Nova Scotia",4.06,Oxycodone,Prescribed
2022-11,"Halifax, Nova Scotia",5.98,Oxycodone,Prescribed
2022-12,"Halifax, Nova Scotia",5.28,Oxycodone,Prescribed
2023-01,"Halifax, Nova Scotia",2.86,Oxycodone,Prescribed
2023-03,"Halifax, Nova Scotia",5.38,Oxycodone,Prescribed
2023-05,"Halifax, Nova Scotia",3.8,Oxycodone,Prescribed
2022-03,"Montreal, Quebec",127.12,Amphetamine,Unprescribed
2022-04,"Montreal, Quebec",159.62,Amphetamine,Unprescribed
2022-05,"Montreal, Quebec",114.34,Amphetamine,Unprescribed
2022-06,"Montreal, Quebec",315.7,Amphetamine,Unprescribed
2022-07,"Montreal, Quebec",76.96,Amphetamine,Unprescribed
2022-08,"Montreal, Quebec",108.58,Amphetamine,Unprescribed
2022-09,"Montreal, Quebec",135.34,Amphetamine,Unprescribed
2022-10,"Montreal, Quebec",198.16,Amphetamine,Unprescribed
2022-11,"Montreal, Quebec",122.96,Amphetamine,Unprescribed
2022-12,"Montreal, Quebec",139.12,Amphetamine,Unprescribed
2023-01,"Montreal, Quebec",77.64,Amphetamine,Unprescribed
2023-03,"Montreal, Quebec",61.9,Amphetamine,Unprescribed
2023-05,"Montreal, Quebec",228.84,Amphetamine,Unprescribed
2022-03,"Montreal, Quebec",252.12,Cannabis (THC-COOH),Prescribed
2022-04,"Montreal, Quebec",294.64,Cannabis (THC-COOH),Prescribed
2022-05,"Montreal, Quebec",379.82,Cannabis (THC-COOH),Prescribed
2022-06,"Montreal, Quebec",410.5,Cannabis (THC-COOH),Prescribed
2022-07,"Montreal, Quebec",339.56,Cannabis (THC-COOH),Prescribed
2022-08,"Montreal, Quebec",331.62,Cannabis (THC-COOH),Prescribed
2022-09,"Montreal, Quebec",342.54,Cannabis (THC-COOH),Prescribed
2022-10,"Montreal, Quebec",401.68,Cannabis (THC-COOH),Prescribed
2022-11,"Montreal, Quebec",337.88,Cannabis (THC-COOH),Prescribed
2022-12,"Montreal, Quebec",323.08,Cannabis (THC-COOH),Prescribed
2023-01,"Montreal, Quebec",339.12,Cannabis (THC-COOH),Prescribed
2023-03,"Montreal, Quebec",338.72,Cannabis (THC-COOH),Prescribed
2023-05,"Montreal, Quebec",317.62,Cannabis (THC-COOH),Prescribed
2022-03,"Montreal, Quebec",1102.84,Cocaine (Benzoylecgonine),Unprescribed
2022-04,"Montreal, Quebec",1202.44,Cocaine (Benzoylecgonine),Unprescribed
2022-05,"Montreal, Quebec",1317.8,Cocaine (Benzoylecgonine),Unprescribed
2022-06,"Montreal, Quebec",1391.64,Cocaine (Benzoylecgonine),Unprescribed
2022-07,"Montreal, Quebec",1089.24,Cocaine (Benzoylecgonine),Unprescribed
2022-08,"Montreal, Quebec",1129.24,Cocaine (Benzoylecgonine),Unprescribed
2022-09,"Montreal, Quebec",1172.26,Cocaine (Benzoylecgonine),Unprescribed
2022-10,"Montreal, Quebec",1349.26,Cocaine (Benzoylecgonine),Unprescribed
2022-11,"Montreal, Quebec",1205.14,Cocaine (Benzoylecgonine),Unprescribed
2022-12,"Montreal, Quebec",1309.7,Cocaine (Benzoylecgonine),Unprescribed
2023-01,"Montreal, Quebec",1133.4,Cocaine (Benzoylecgonine),Unprescribed
2023-03,"Montreal, Quebec",1239.44,Cocaine (Benzoylecgonine),Unprescribed
2023-05,"Montreal, Quebec",1314.58,Cocaine (Benzoylecgonine),Unprescribed
2022-03,"Montreal, Quebec",16.52,Codeine,Prescribed
2022-04,"Montreal, Quebec",18.3,Codeine,Prescribed
2022-05,"Montreal, Quebec",35.4,Codeine,Prescribed
2022-06,"Montreal, Quebec",37.64,Codeine,Prescribed
2022-07,"Montreal, Quebec",33.12,Codeine,Prescribed
2022-08,"Montreal, Quebec",37.16,Codeine,Prescribed
2022-09,"Montreal, Quebec",41.58,Codeine,Prescribed
2022-10,"Montreal, Quebec",37.28,Codeine,Prescribed
2022-11,"Montreal, Quebec",25.66,Codeine,Prescribed
2022-12,"Montreal, Quebec",36.5,Codeine,Prescribed
2023-01,"Montreal, Quebec",28.3,Codeine,Prescribed
2023-03,"Montreal, Quebec",21.26,Codeine,Prescribed
2023-05,"Montreal, Quebec",23.78,Codeine,Prescribed
2022-03,"Montreal, Quebec",13.46,Ecstasy (MDMA),Unprescribed
2022-04,"Montreal, Quebec",13.5,Ecstasy (MDMA),Unprescribed
2022-05,"Montreal, Quebec",16.32,Ecstasy (MDMA),Unprescribed
2022-06,"Montreal, Quebec",19.26,Ecstasy (MDMA),Unprescribed
2022-07,"Montreal, Quebec",15.98,Ecstasy (MDMA),Unprescribed
2022-08,"Montreal, Quebec",46.06,Ecstasy (MDMA),Unprescribed
2022-09,"Montreal, Quebec",27.64,Ecstasy (MDMA),Unprescribed
2022-10,"Montreal, Quebec",37.48,Ecstasy (MDMA),Unprescribed
2022-11,"Montreal, Quebec",53.0,Ecstasy (MDMA),Unprescribed
2022-12,"Montreal, Quebec",30.12,Ecstasy (MDMA),Unprescribed
2023-01,"Montreal, Quebec",19.62,Ecstasy (MDMA),Unprescribed
2023-03,"Montreal, Quebec",29.7,Ecstasy (MDMA),Unprescribed
2023-05,"Montreal, Quebec",53.46,Ecstasy (MDMA),Unprescribed
2022-03,"Montreal, Quebec",0.32,Fentanyl (Norfentanyl),Prescribed
2022-04,"Montreal, Quebec",0.28,Fentanyl (Norfentanyl),Prescribed
2022-05,"Montreal, Quebec",0.18,Fentanyl (Norfentanyl),Prescribed
2022-06,"Montreal, Quebec",0.24,Fentanyl (Norfentanyl),Prescribed
2022-07,"Montreal, Quebec",0.16,Fentanyl (Norfentanyl),Prescribed
2022-08,"Montreal, Quebec",0.2,Fentanyl (Norfentanyl),Prescribed
2022-09,"Montreal, Quebec",0.2,Fentanyl (Norfentanyl),Prescribed
2022-10,"Montreal, Quebec",0.18,Fentanyl (Norfentanyl),Prescribed
2022-11,"Montreal, Quebec",0.18,Fentanyl (Norfentanyl),Prescribed
2022-12,"Montreal, Quebec",0.16,Fentanyl (Norfentanyl),Prescribed
2023-01,"Montreal, Quebec",0.16,Fentanyl (Norfentanyl),Prescribed
2023-03,"Montreal, Quebec",0.16,Fentanyl (Norfentanyl),Prescribed
2023-05,"Montreal, Quebec",0.18,Fentanyl (Norfentanyl),Prescribed
2022-03,"Montreal, Quebec",6.42,Methadone,Prescribed
2022-04,"Montreal, Quebec",3.24,Methadone,Prescribed
2022-05,"Montreal, Quebec",9.0,Methadone,Prescribed
2022-06,"Montreal, Quebec",7.7,Methadone,Prescribed
2022-07,"Montreal, Quebec",6.86,Methadone,Prescribed
2022-08,"Montreal, Quebec",5.16,Methadone,Prescribed
2022-09,"Montreal, Quebec",7.0,Methadone,Prescribed
2022-10,"Montreal, Quebec",9.48,Methadone,Prescribed
2022-11,"Montreal, Quebec",9.54,Methadone,Prescribed
2022-12,"Montreal, Quebec",8.3,Methadone,Prescribed
2023-01,"Montreal, Quebec",3.86,Methadone,Prescribed
2023-03,"Montreal, Quebec",2.5,Methadone,Prescribed
2023-05,"Montreal, Quebec",4.4,Methadone,Prescribed
2022-03,"Montreal, Quebec",179.84,Methamphetamine,Unprescribed
2022-04,"Montreal, Quebec",197.98,Methamphetamine,Unprescribed
2022-05,"Montreal, Quebec",217.04,Methamphetamine,Unprescribed
2022-06,"Montreal, Quebec",256.28,Methamphetamine,Unprescribed
2022-07,"Montreal, Quebec",192.44,Methamphetamine,Unprescribed
2022-08,"Montreal, Quebec",201.72,Methamphetamine,Unprescribed
2022-09,"Montreal, Quebec",243.24,Methamphetamine,Unprescribed
2022-10,"Montreal, Quebec",210.66,Methamphetamine,Unprescribed
2022-11,"Montreal, Quebec",201.9,Methamphetamine,Unprescribed
2022-12,"Montreal, Quebec",211.3,Methamphetamine,Unprescribed
2023-01,"Montreal, Quebec",187.5,Methamphetamine,Unprescribed
2023-03,"Montreal, Quebec",165.9,Methamphetamine,Unprescribed
2023-05,"Montreal, Quebec",196.28,Methamphetamine,Unprescribed
2022-03,"Montreal, Quebec",42.18,Morphine,Prescribed
2022-04,"Montreal, Quebec",45.54,Morphine,Prescribed
2022-05,"Montreal, Quebec",59.2,Morphine,Prescribed
2022-06,"Montreal, Quebec",57.9,Morphine,Prescribed
2022-07,"Montreal, Quebec",48.5,Morphine,Prescribed
2022-08,"Montreal, Quebec",54.46,Morphine,Prescribed
2022-09,"Montreal, Quebec",55.96,Morphine,Prescribed
2022-10,"Montreal, Quebec",65.4,Morphine,Prescribed
2022-11,"Montreal, Quebec",57.78,Morphine,Prescribed
2022-12,"Montreal, Quebec",61.1,Morphine,Prescribed
2023-01,"Montreal, Quebec",56.92,Morphine,Prescribed
2023-03,"Montreal, Quebec",51.22,Morphine,Prescribed
2023-05,"Montreal, Quebec",60.26,Morphine,Prescribed
2022-03,"Montreal, Quebec",3.06,Oxycodone,Prescribed
2022-04,"Montreal, Quebec",2.34,Oxycodone,Prescribed
2022-05,"Montreal, Quebec",1.44,Oxycodone,Prescribed
2022-06,"Montreal, Quebec",1.98,Oxycodone,Prescribed
2022-07,"Montreal, Quebec",1.4,Oxycodone,Prescribed
2022-08,"Montreal, Quebec",1.6,Oxycodone,Prescribed
2022-09,"Montreal, Quebec",1.76,Oxycodone,Prescribed
2022-10,"Montreal, Quebec",1.46,Oxycodone,Prescribed
2022-11,"Montreal, Quebec",1.44,Oxycodone,Prescribed
2022-12,"Montreal, Quebec",1.32,Oxycodone,Prescribed
2023-01,"Montreal, Quebec",1.4,Oxycodone,Prescribed
2023-03,"Montreal, Quebec",1.36,Oxycodone,Prescribed
2023-05,"Montreal, Quebec",1.82,Oxycodone,Prescribed
2022-03,"Toronto, Ontario",100.48,Amphetamine,Unprescribed
2022-04,"Toronto, Ontario",59.18,Amphetamine,Unprescribed
2022-05,"Toronto, Ontario",114.78,Amphetamine,Unprescribed
2022-06,"Toronto, Ontario",259.2,Amphetamine,Unprescribed
2022-07,"Toronto, Ontario",178.9,Amphetamine,Unprescribed
2022-08,"Toronto, Ontario",105.62,Amphetamine,Unprescribed
2022-09,"Toronto, Ontario",136.7,Amphetamine,Unprescribed
2022-10,"Toronto, Ontario",199.54,Amphetamine,Unprescribed
2022-11,"Toronto, Ontario",90.12,Amphetamine,Unprescribed
2022-12,"Toronto, Ontario",132.44,Amphetamine,Unprescribed
2023-01,"Toronto, Ontario",55.58,Amphetamine,Unprescribed
2023-03,"Toronto, Ontario",48.84,Amphetamine,Unprescribed
2023-05,"Toronto, Ontario",48.26,Amphetamine,Unprescribed
2022-03,"Toronto, Ontario",316.84,Cannabis (THC-COOH),Prescribed
2022-04,"Toronto, Ontario",380.8,Cannabis (THC-COOH),Prescribed
2022-05,"Toronto, Ontario",370.28,Cannabis (THC-COOH),Prescribed
2022-06,"Toronto, Ontario",438.28,Cannabis (THC-COOH),Prescribed
2022-07,"Toronto, Ontario",435.6,Cannabis (THC-COOH),Prescribed
2022-08,"Toronto, Ontario",435.1,Cannabis (THC-COOH),Prescribed
2022-09,"Toronto, Ontario",327.88,Cannabis (THC-COOH),Prescribed
2022-10,"Toronto, Ontario",403.48,Cannabis (THC-COOH),Prescribed
2022-11,"Toronto, Ontario",319.42,Cannabis (THC-COOH),Prescribed
2022-12,"Toronto, Ontario",397.36,Cannabis (THC-COOH),Prescribed
2023-01,"Toronto, Ontario",366.24,Cannabis (THC-COOH),Prescribed
2023-03,"Toronto, Ontario",413.9,Cannabis (THC-COOH),Prescribed
2023-05,"Toronto, Ontario",407.96,Cannabis (THC-COOH),Prescribed
2022-03,"Toronto, Ontario",959.12,Cocaine (Benzoylecgonine),Unprescribed
2022-04,"Toronto, Ontario",935.46,Cocaine (Benzoylecgonine),Unprescribed
2022-05,"Toronto, Ontario",921.88,Cocaine (Benzoylecgonine),Unprescribed
2022-06,"Toronto, Ontario",937.6,Cocaine (Benzoylecgonine),Unprescribed
2022-07,"Toronto, Ontario",1052.84,Cocaine (Benzoylecgonine),Unprescribed
2022-08,"Toronto, Ontario",984.98,Cocaine (Benzoylecgonine),Unprescribed
2022-09,"Toronto, Ontario",662.5,Cocaine (Benzoylecgonine),Unprescribed
2022-10,"Toronto, Ontario",822.94,Cocaine (Benzoylecgonine),Unprescribed
2022-11,"Toronto, Ontario",666.86,Cocaine (Benzoylecgonine),Unprescribed
2022-12,"Toronto, Ontario",953.54,Cocaine (Benzoylecgonine),Unprescribed
2023-01,"Toronto, Ontario",906.32,Cocaine (Benzoylecgonine),Unprescribed
2023-03,"Toronto, Ontario",985.18,Cocaine (Benzoylecgonine),Unprescribed
2023-05,"Toronto, Ontario",992.54,Cocaine (Benzoylecgonine),Unprescribed
2022-03,"Toronto, Ontario",176.44,Codeine,Prescribed
2022-04,"Toronto, Ontario",202.02,Codeine,Prescribed
2022-05,"Toronto, Ontario",189.08,Codeine,Prescribed
2022-06,"Toronto, Ontario",196.26,Codeine,Prescribed
2022-07,"Toronto, Ontario",195.48,Codeine,Prescribed
2022-08,"Toronto, Ontario",187.02,Codeine,Prescribed
2022-09,"Toronto, Ontario",135.54,Codeine,Prescribed
2022-10,"Toronto, Ontario",167.48,Codeine,Prescribed
2022-11,"Toronto, Ontario",126.36,Codeine,Prescribed
2022-12,"Toronto, Ontario",172.18,Codeine,Prescribed
2023-01,"Toronto, Ontario",161.44,Codeine,Prescribed
2023-03,"Toronto, Ontario",183.2,Codeine,Prescribed
2023-05,"Toronto, Ontario",168.8,Codeine,Prescribed
2022-03,"Toronto, Ontario",22.06,Ecstasy (MDMA),Unprescribed
2022-04,"Toronto, Ontario",27.36,Ecstasy (MDMA),Unprescribed
2022-05,"Toronto, Ontario",19.24,Ecstasy (MDMA),Unprescribed
2022-06,"Toronto, Ontario",17.44,Ecstasy (MDMA),Unprescribed
2022-07,"Toronto, Ontario",21.08,Ecstasy (MDMA),Unprescribed
2022-08,"Toronto, Ontario",34.3,Ecstasy (MDMA),Unprescribed
2022-09,"Toronto, Ontario",18.08,Ecstasy (MDMA),Unprescribed
2022-10,"Toronto, Ontario",22.56,Ecstasy (MDMA),Unprescribed
2022-11,"Toronto, Ontario",30.84,Ecstasy (MDMA),Unprescribed
2022-12,"Toronto, Ontario",28.4,Ecstasy (MDMA),Unprescribed
2023-01,"Toronto, Ontario",22.6,Ecstasy (MDMA),Unprescribed
2023-03,"Toronto, Ontario",25.42,Ecstasy (MDMA),Unprescribed
2023-05,"Toronto, Ontario",19.76,Ecstasy (MDMA),Unprescribed
2022-03,"Toronto, Ontario",5.18,Fentanyl (Norfentanyl),Prescribed
2022-04,"Toronto, Ontario",7.38,Fentanyl (Norfentanyl),Prescribed
2022-05,"Toronto, Ontario",5.02,Fentanyl (Norfentanyl),Prescribed
2022-06,"Toronto, Ontario",6.2,Fentanyl (Norfentanyl),Prescribed
2022-07,"Toronto, Ontario",9.42,Fentanyl (Norfentanyl),Prescribed
2022-08,"Toronto, Ontario",7.8,Fentanyl (Norfentanyl),Prescribed
2022-09,"Toronto, Ontario",4.16,Fentanyl (Norfentanyl),Prescribed
2022-10,"Toronto, Ontario",5.12,Fentanyl (Norfentanyl),Prescribed
2022-11,"Toronto, Ontario",4.06,Fentanyl (Norfentanyl),Prescribed
2022-12,"Toronto, Ontario",4.84,Fentanyl (Norfentanyl),Prescribed
2023-01,"Toronto, Ontario",2.58,Fentanyl (Norfentanyl),Prescribed
2023-03,"Toronto, Ontario",3.54,Fentanyl (Norfentanyl),Prescribed
2023-05,"Toronto, Ontario",3.24,Fentanyl (Norfentanyl),Prescribed
2022-03,"Toronto, Ontario",22.54,Methadone,Prescribed
2022-04,"Toronto, Ontario",18.52,Methadone,Prescribed
2022-05,"Toronto, Ontario",18.32,Methadone,Prescribed
2022-06,"Toronto, Ontario",17.48,Methadone,Prescribed
2022-07,"Toronto, Ontario",17.32,Methadone,Prescribed
2022-08,"Toronto, Ontario",21.12,Methadone,Prescribed
2022-09,"Toronto, Ontario",12.42,Methadone,Prescribed
2022-10,"Toronto, Ontario",15.7,Methadone,Prescribed
2022-11,"Toronto, Ontario",12.68,Methadone,Prescribed
2022-12,"Toronto, Ontario",15.88,Methadone,Prescribed
2023-01,"Toronto, Ontario",14.2,Methadone,Prescribed
2023-03,"Toronto, Ontario",16.0,Methadone,Prescribed
2023-05,"Toronto, Ontario",16.68,Methadone,Prescribed
2022-03,"Toronto, Ontario",205.16,Methamphetamine,Unprescribed
2022-04,"Toronto, Ontario",200.08,Methamphetamine,Unprescribed
2022-05,"Toronto, Ontario",182.24,Methamphetamine,Unprescribed
2022-06,"Toronto, Ontario",198.0,Methamphetamine,Unprescribed
2022-07,"Toronto, Ontario",207.18,Methamphetamine,Unprescribed
2022-08,"Toronto, Ontario",177.8,Methamphetamine,Unprescribed
2022-09,"Toronto, Ontario",124.82,Methamphetamine,Unprescribed
2022-10,"Toronto, Ontario",186.26,Methamphetamine,Unprescribed
2022-11,"Toronto, Ontario",138.82,Methamphetamine,Unprescribed
2022-12,"Toronto, Ontario",218.06,Methamphetamine,Unprescribed
2023-01,"Toronto, Ontario",184.6,Methamphetamine,Unprescribed
2023-03,"Toronto, Ontario",191.16,Methamphetamine,Unprescribed
2023-05,"Toronto, Ontario",186.52,Methamphetamine,Unprescribed
2022-03,"Toronto, Ontario",68.32,Morphine,Prescribed
2022-04,"Toronto, Ontario",83.06,Morphine,Prescribed
2022-05,"Toronto, Ontario",77.96,Morphine,Prescribed
2022-06,"Toronto, Ontario",84.98,Morphine,Prescribed
2022-07,"Toronto, Ontario",85.4,Morphine,Prescribed
2022-08,"Toronto, Ontario",89.78,Morphine,Prescribed
2022-09,"Toronto, Ontario",53.9,Morphine,Prescribed
2022-10,"Toronto, Ontario",69.94,Morphine,Prescribed
2022-11,"Toronto, Ontario",62.64,Morphine,Prescribed
2022-12,"Toronto, Ontario",82.02,Morphine,Prescribed
2023-01,"Toronto, Ontario",80.02,Morphine,Prescribed
2023-03,"Toronto, Ontario",76.78,Morphine,Prescribed
2023-05,"Toronto, Ontario",78.9,Morphine,Prescribed
